,concept:name,lifecycle:transition,org:resource,time:timestamp,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,VIDEOSTART,VIDEOEND,case:concept:name,case:variant,case:variant-index,case:creator
393,Prepare implements,complete,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547697036260,Prepare implements,Operator and Patient Preparation,306,333,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
394,Clean puncture area,start,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547697058636,Clean puncture area,Operator and Patient Preparation,335,342,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
395,Clean puncture area,complete,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547697058636,Clean puncture area,Operator and Patient Preparation,335,342,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
396,Prepare implements,start,R_32_1H,2019-01-17 01:05:00+11:00,R_32_1H,Post,1547697090312,Prepare implements,Operator and Patient Preparation,344,394,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
397,Prepare implements,complete,R_32_1H,2019-01-17 01:06:00+11:00,R_32_1H,Post,1547697090312,Prepare implements,Operator and Patient Preparation,344,394,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
398,Drap puncture area,start,R_32_1H,2019-01-17 01:06:00+11:00,R_32_1H,Post,1547697141954,Drap puncture area,Operator and Patient Preparation,396,427,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
399,Drap puncture area,complete,R_32_1H,2019-01-17 01:07:00+11:00,R_32_1H,Post,1547697141954,Drap puncture area,Operator and Patient Preparation,396,427,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
400,Cover probe,start,R_32_1H,2019-01-17 01:07:00+11:00,R_32_1H,Post,1547697182289,Cover probe,Ultrasound Preparation,436,517,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
401,Cover probe,complete,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697182289,Cover probe,Ultrasound Preparation,436,517,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
402,Gel in probe,start,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697235380,Gel in probe,Ultrasound Preparation,489,495,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
403,Gel in probe,complete,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697235380,Gel in probe,Ultrasound Preparation,489,495,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
404,Put sterile gel,start,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697274542,Put sterile gel,Ultrasound Preparation,528,532,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
405,Put sterile gel,complete,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697274542,Put sterile gel,Ultrasound Preparation,528,532,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
406,Position probe,start,R_32_1H,2019-01-17 01:08:00+11:00,R_32_1H,Post,1547697281155,Position probe,Ultrasound Preparation,535,547,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
407,Position probe,complete,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697281155,Position probe,Ultrasound Preparation,535,547,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
408,Ultrasound configuration,start,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697294657,Ultrasound configuration,Ultrasound Preparation,549,556,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
409,Ultrasound configuration,complete,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697294657,Ultrasound configuration,Ultrasound Preparation,549,556,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
410,Anatomic identification,start,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697311280,Anatomic identification,Locate Structures,565,565,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
411,Anatomic identification,complete,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697311280,Anatomic identification,Locate Structures,565,565,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
412,Anesthetize,start,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697325874,Anesthetize,Venous puncture,580,586,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
413,Anesthetize,complete,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697325874,Anesthetize,Venous puncture,580,586,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
414,Compression identification,start,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697341112,Compression identification,Locate Structures,595,595,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
415,Compression identification,complete,R_32_1H,2019-01-17 01:09:00+11:00,R_32_1H,Post,1547697341112,Compression identification,Locate Structures,595,595,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
416,Puncture,start,R_32_1H,2019-01-17 01:10:00+11:00,R_32_1H,Post,1547697362900,Puncture,Venous puncture,617,806,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
417,Puncture,complete,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697362900,Puncture,Venous puncture,617,806,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
418,Blood return,start,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697570725,Blood return,Venous puncture,807,809,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
419,Blood return,complete,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697570725,Blood return,Venous puncture,807,809,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
420,Drop probe,start,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697576580,Drop probe,Install Guidewire,813,813,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
421,Drop probe,complete,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697576580,Drop probe,Install Guidewire,813,813,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
422,Remove syringe,start,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697577595,Remove syringe,Install Guidewire,814,814,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
423,Remove syringe,complete,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697577595,Remove syringe,Install Guidewire,814,814,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
424,Guidewire install,start,R_32_1H,2019-01-17 01:13:00+11:00,R_32_1H,Post,1547697591610,Guidewire install,Install Guidewire,816,850,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
425,Guidewire install,complete,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697591610,Guidewire install,Install Guidewire,816,850,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
426,Remove trocar,start,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697628592,Remove trocar,Install Guidewire,853,856,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
427,Remove trocar,complete,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697628592,Remove trocar,Install Guidewire,853,856,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
428,Check wire in short axis,start,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697636237,Check wire in short axis,Install Guidewire,860,874,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
429,Check wire in short axis,complete,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697636237,Check wire in short axis,Install Guidewire,860,874,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
430,Check wire in long axis,start,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697651353,Check wire in long axis,Install Guidewire,876,894,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
431,Check wire in long axis,complete,R_32_1H,2019-01-17 01:14:00+11:00,R_32_1H,Post,1547697651353,Check wire in long axis,Install Guidewire,876,894,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
432,Compression identification,start,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697714839,Compression identification,Locate Structures,939,939,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
433,Compression identification,complete,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697714839,Compression identification,Locate Structures,939,939,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
434,Anatomic identification,start,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697716083,Anatomic identification,Locate Structures,940,940,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
435,Anatomic identification,complete,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697716083,Anatomic identification,Locate Structures,940,940,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
436,Puncture,start,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697724534,Puncture,Venous puncture,949,949,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
437,Puncture,complete,R_32_1H,2019-01-17 01:15:00+11:00,R_32_1H,Post,1547697724534,Puncture,Venous puncture,949,949,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
438,Blood return,start,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697743423,Blood return,Venous puncture,968,968,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
439,Blood return,complete,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697743423,Blood return,Venous puncture,968,968,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
440,Drop probe,start,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697747645,Drop probe,Install Guidewire,972,972,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
441,Drop probe,complete,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697747645,Drop probe,Install Guidewire,972,972,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
442,Remove syringe,start,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697748927,Remove syringe,Install Guidewire,973,974,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
443,Remove syringe,complete,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697748927,Remove syringe,Install Guidewire,973,974,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
444,Guidewire install,start,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697792682,Guidewire install,Install Guidewire,977,1017,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
445,Guidewire install,complete,R_32_1H,2019-01-17 01:16:00+11:00,R_32_1H,Post,1547697792682,Guidewire install,Install Guidewire,977,1017,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
446,Remove trocar,start,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697837276,Remove trocar,Install Guidewire,1021,1024,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
447,Remove trocar,complete,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697837276,Remove trocar,Install Guidewire,1021,1024,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
448,Check wire in short axis,start,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697842690,Check wire in short axis,Install Guidewire,1027,1033,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
449,Check wire in short axis,complete,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697842690,Check wire in short axis,Install Guidewire,1027,1033,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
450,Check wire in long axis,start,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697850063,Check wire in long axis,Install Guidewire,1034,1067,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
451,Check wire in long axis,complete,R_32_1H,2019-01-17 01:17:00+11:00,R_32_1H,Post,1547697850063,Check wire in long axis,Install Guidewire,1034,1067,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
452,Widen pathway,start,R_32_1H,2019-01-17 01:18:00+11:00,R_32_1H,Post,1547697924422,Widen pathway,Install Catheter,1108,1125,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
453,Widen pathway,complete,R_32_1H,2019-01-17 01:18:00+11:00,R_32_1H,Post,1547697924422,Widen pathway,Install Catheter,1108,1125,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
454,Advance catheter,start,R_32_1H,2019-01-17 01:18:00+11:00,R_32_1H,Post,1547697944763,Advance catheter,Install Catheter,1129,1192,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
455,Advance catheter,complete,R_32_1H,2019-01-17 01:19:00+11:00,R_32_1H,Post,1547697944763,Advance catheter,Install Catheter,1129,1192,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
456,Remove guidewire,start,R_32_1H,2019-01-17 01:19:00+11:00,R_32_1H,Post,1547698009794,Remove guidewire,Install Catheter,1194,1227,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
457,Remove guidewire,complete,R_32_1H,2019-01-17 01:20:00+11:00,R_32_1H,Post,1547698009794,Remove guidewire,Install Catheter,1194,1227,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
458,Check catheter position,start,R_32_1H,2019-01-17 01:20:00+11:00,R_32_1H,Post,1547698059760,Check catheter position,Install Catheter,1244,1244,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
459,Check catheter position,complete,R_32_1H,2019-01-17 01:20:00+11:00,R_32_1H,Post,1547698059760,Check catheter position,Install Catheter,1244,1244,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
460,Check flow and reflow,start,R_32_1H,2019-01-17 01:21:00+11:00,R_32_1H,Post,1547698082821,Check flow and reflow,Install Catheter,1267,1313,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
461,Check flow and reflow,complete,R_32_1H,2019-01-17 01:21:00+11:00,R_32_1H,Post,1547698082821,Check flow and reflow,Install Catheter,1267,1313,1547698148253-video_1.h_CVC,Variant 7,7,Fluxicon Disco
462,Prepare implements,start,R_33_1L,2019-01-20 01:00:00+11:00,R_33_1L,Post,1547985879213,Prepare implements,Operator and Patient Preparation,24,62,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
463,Get in sterile clothes,start,R_33_1L,2019-01-20 01:00:00+11:00,R_33_1L,Post,1547985894518,Get in sterile clothes,Operator and Patient Preparation,39,54,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
464,Get in sterile clothes,complete,R_33_1L,2019-01-20 01:00:00+11:00,R_33_1L,Post,1547985894518,Get in sterile clothes,Operator and Patient Preparation,39,54,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
465,Prepare implements,complete,R_33_1L,2019-01-20 01:01:00+11:00,R_33_1L,Post,1547985879213,Prepare implements,Operator and Patient Preparation,24,62,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
466,Hand washing,start,R_33_1L,2019-01-20 01:01:00+11:00,R_33_1L,Post,1547985920153,Hand washing,Operator and Patient Preparation,65,72,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
467,Hand washing,complete,R_33_1L,2019-01-20 01:01:00+11:00,R_33_1L,Post,1547985920153,Hand washing,Operator and Patient Preparation,65,72,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
468,Get in sterile clothes,start,R_33_1L,2019-01-20 01:01:00+11:00,R_33_1L,Post,1547985956620,Get in sterile clothes,Operator and Patient Preparation,74,135,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
469,Get in sterile clothes,complete,R_33_1L,2019-01-20 01:02:00+11:00,R_33_1L,Post,1547985956620,Get in sterile clothes,Operator and Patient Preparation,74,135,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
470,Prepare implements,start,R_33_1L,2019-01-20 01:02:00+11:00,R_33_1L,Post,1547986017590,Prepare implements,Operator and Patient Preparation,139,169,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
471,Prepare implements,complete,R_33_1L,2019-01-20 01:02:00+11:00,R_33_1L,Post,1547986017590,Prepare implements,Operator and Patient Preparation,139,169,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
472,Clean puncture area,start,R_33_1L,2019-01-20 01:02:00+11:00,R_33_1L,Post,1547986048781,Clean puncture area,Operator and Patient Preparation,170,198,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
473,Clean puncture area,complete,R_33_1L,2019-01-20 01:03:00+11:00,R_33_1L,Post,1547986048781,Clean puncture area,Operator and Patient Preparation,170,198,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
474,Drap puncture area,start,R_33_1L,2019-01-20 01:03:00+11:00,R_33_1L,Post,1547986080626,Drap puncture area,Operator and Patient Preparation,202,234,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
475,Drap puncture area,complete,R_33_1L,2019-01-20 01:03:00+11:00,R_33_1L,Post,1547986080626,Drap puncture area,Operator and Patient Preparation,202,234,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
476,Ultrasound configuration,start,R_33_1L,2019-01-20 01:03:00+11:00,R_33_1L,Post,1547986168525,Ultrasound configuration,Ultrasound Preparation,238,267,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
477,Ultrasound configuration,complete,R_33_1L,2019-01-20 01:04:00+11:00,R_33_1L,Post,1547986168525,Ultrasound configuration,Ultrasound Preparation,238,267,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
478,Gel in probe,start,R_33_1L,2019-01-20 01:04:00+11:00,R_33_1L,Post,1547986200117,Gel in probe,Ultrasound Preparation,269,272,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
479,Gel in probe,complete,R_33_1L,2019-01-20 01:04:00+11:00,R_33_1L,Post,1547986200117,Gel in probe,Ultrasound Preparation,269,272,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
480,Cover probe,start,R_33_1L,2019-01-20 01:04:00+11:00,R_33_1L,Post,1547986205696,Cover probe,Ultrasound Preparation,275,380,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
481,Cover probe,complete,R_33_1L,2019-01-20 01:06:00+11:00,R_33_1L,Post,1547986205696,Cover probe,Ultrasound Preparation,275,380,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
482,Prepare implements,start,R_33_1L,2019-01-20 01:06:00+11:00,R_33_1L,Post,1547986346649,Prepare implements,Operator and Patient Preparation,390,413,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
483,Prepare implements,complete,R_33_1L,2019-01-20 01:06:00+11:00,R_33_1L,Post,1547986346649,Prepare implements,Operator and Patient Preparation,390,413,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
484,Put sterile gel,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986376679,Put sterile gel,Ultrasound Preparation,420,427,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
485,Put sterile gel,complete,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986376679,Put sterile gel,Ultrasound Preparation,420,427,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
486,Position probe,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986415110,Position probe,Ultrasound Preparation,434,434,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
487,Position probe,complete,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986415110,Position probe,Ultrasound Preparation,434,434,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
488,Ultrasound configuration,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986418431,Ultrasound configuration,Ultrasound Preparation,437,446,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
489,Ultrasound configuration,complete,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986418431,Ultrasound configuration,Ultrasound Preparation,437,446,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
490,Compression identification,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986433432,Compression identification,Locate Structures,452,456,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
491,Compression identification,complete,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986433432,Compression identification,Locate Structures,452,456,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
492,Anesthetize,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986443088,Anesthetize,Venous puncture,462,464,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
493,Anesthetize,complete,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986443088,Anesthetize,Venous puncture,462,464,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
494,Prepare implements,start,R_33_1L,2019-01-20 01:07:00+11:00,R_33_1L,Post,1547986451999,Prepare implements,Operator and Patient Preparation,471,484,1547986862398-video_1.l_CVC,Variant 8,8,Fluxicon Disco
